service_date,day_type,bus,rail_boardings,total_rides
01/01/2001,U,297192,126455,423647
01/02/2001,W,780827,501952,1282779
01/03/2001,W,824923,536432,1361355
01/04/2001,W,870021,550011,1420032
01/05/2001,W,890426,557917,1448343
01/06/2001,A,577401,255356,832757
01/07/2001,U,375831,169825,545656
01/08/2001,W,985221,590706,1575927
01/09/2001,W,978377,599905,1578282
01/10/2001,W,984884,602052,1586936
01/11/2001,W,995561,607503,1603064
01/12/2001,W,1018985,605252,1624237
01/13/2001,A,591791,270056,861847
01/14/2001,U,373091,174842,547933
01/15/2001,W,675845,412149,1087994
01/16/2001,W,1024367,622163,1646530
01/17/2001,W,1018690,620343,1639033
01/18/2001,W,1006996,618832,1625828
01/19/2001,W,909964,583851,1493815
01/20/2001,A,582348,263815,846163
01/21/2001,U,378381,172107,550488
01/22/2001,W,1005936,598777,1604713
01/23/2001,W,1019983,610352,1630335
01/24/2001,W,991661,606835,1598496
01/25/2001,W,1004257,609877,1614134
01/26/2001,W,965324,597039,1562363
01/27/2001,A,590836,268078,858914
01/28/2001,U,368819,174434,543253
01/29/2001,W,953532,587052,1540584
01/30/2001,W,982046,607858,1589904
01/31/2001,W,999392,610508,1609900
02/01/2001,W,1054608,615268,1669876
02/02/2001,W,966701,577767,1544468
02/03/2001,A,611703,263612,875315
02/04/2001,U,404212,178398,582610
02/05/2001,W,1045944,600588,1646532
02/06/2001,W,1039393,612435,1651828
02/07/2001,W,1015059,609022,1624081
02/08/2001,W,1007760,610237,1617997
02/09/2001,W,970826,593354,1564180
02/10/2001,A,605404,271313,876717
02/11/2001,U,405433,178810,584243
02/12/2001,W,872330,539393,1411723
02/13/2001,W,1050834,622753,1673587
02/14/2001,W,1004304,610966,1615270
02/15/2001,W,1028938,613323,1642261
02/16/2001,W,1033040,601418,1634458
02/17/2001,A,591717,269294,861011
02/18/2001,U,388788,176855,565643
02/19/2001,W,782447,457891,1240338
02/20/2001,W,1035400,610284,1645684
02/21/2001,W,986212,600133,1586345
02/22/2001,W,986399,606302,1592701
02/23/2001,W,1024235,602352,1626587
02/24/2001,A,505193,246795,751988
02/25/2001,U,351637,172132,523769
02/26/2001,W,1009329,609256,1618585
02/27/2001,W,1000630,609305,1609935
02/28/2001,W,990416,610013,1600429
03/01/2001,W,1051889,618440,1670329
03/02/2001,W,1062234,611578,1673812
03/03/2001,A,678870,286786,965656
03/04/2001,U,385978,178292,564270
03/05/2001,W,863086,549759,1412845
03/06/2001,W,1013530,603561,1617091
03/07/2001,W,1028462,616666,1645128
03/08/2001,W,1000946,611371,1612317
03/09/2001,W,1038368,606672,1645040
03/10/2001,A,633472,283251,916723
03/11/2001,U,410081,188228,598309
03/12/2001,W,979411,588857,1568268
03/13/2001,W,1017685,611347,1629032
03/14/2001,W,1025283,619417,1644700
03/15/2001,W,960667,596612,1557279
03/16/2001,W,923613,583359,1506972
03/17/2001,A,602158,343893,946051
03/18/2001,U,412146,194257,606403
03/19/2001,W,1021700,602469,1624169
03/20/2001,W,1034388,618340,1652728
03/21/2001,W,1029332,616764,1646096
03/22/2001,W,1030741,617815,1648556
03/23/2001,W,1030685,605605,1636290
03/24/2001,A,604139,277028,881167
03/25/2001,U,348817,170742,519559
03/26/2001,W,989316,583176,1572492
03/27/2001,W,1017904,600914,1618818
03/28/2001,W,1007699,601999,1609698
03/29/2001,W,1020098,605027,1625125
03/30/2001,W,978244,590403,1568647
03/31/2001,A,626223,280950,907173
04/01/2001,U,417716,192717,610433
04/02/2001,W,1023629,611098,1634727
04/03/2001,W,1057275,613993,1671268
04/04/2001,W,1047634,625348,1672982
04/05/2001,W,973118,606535,1579653
04/06/2001,W,1015046,611352,1626398
04/07/2001,A,642265,297971,940236
04/08/2001,U,437035,200720,637755
04/09/2001,W,998290,596418,1594708
04/10/2001,W,1024817,613311,1638128
04/11/2001,W,985906,606764,1592670
04/12/2001,W,991795,608691,1600486
04/13/2001,W,865706,527116,1392822
04/14/2001,A,628526,279728,908254
04/15/2001,U,364972,163191,528163
04/16/2001,W,859713,564614,1424327
04/17/2001,W,877834,583859,1461693
04/18/2001,W,907539,599600,1507139
04/19/2001,W,917518,596505,1514023
04/20/2001,W,922082,590659,1512741
04/21/2001,A,603039,293701,896740
04/22/2001,U,384255,185526,569781
04/23/2001,W,979788,590446,1570234
04/24/2001,W,1031150,618513,1649663
04/25/2001,W,977794,609447,1587241
04/26/2001,W,1028140,624617,1652757
04/27/2001,W,1034472,610723,1645195
04/28/2001,A,624970,289747,914717
04/29/2001,U,423377,200002,623379
04/30/2001,W,1008390,600424,1608814
05/01/2001,W,1067496,632996,1700492
05/02/2001,W,1034088,627894,1661982
05/03/2001,W,1065048,634792,1699840
05/04/2001,W,1046692,621087,1667779
05/05/2001,A,637957,307025,944982
05/06/2001,U,417760,206450,624210
05/07/2001,W,1007381,598338,1605719
05/08/2001,W,1044379,621604,1665983
05/09/2001,W,1041324,619928,1661252
05/10/2001,W,1018705,614067,1632772
05/11/2001,W,1004068,600295,1604363
05/12/2001,A,649008,289167,938175
05/13/2001,U,422270,200996,623266
05/14/2001,W,963027,581644,1544671
05/15/2001,W,1035512,633053,1668565
05/16/2001,W,995884,627978,1623862
05/17/2001,W,1006118,628882,1635000
05/18/2001,W,1027834,628829,1656663
05/19/2001,A,645603,315487,961090
05/20/2001,U,427040,217899,644939
05/21/2001,W,958236,590204,1548440
05/22/2001,W,1019568,637152,1656720
05/23/2001,W,978614,619656,1598270
05/24/2001,W,973423,615727,1589150
05/25/2001,W,988982,597892,1586874
05/26/2001,A,512958,269276,782234
05/27/2001,U,390535,208208,598743
05/28/2001,U,392906,191639,584545
05/29/2001,W,1003029,595375,1598404
05/30/2001,W,1002940,607442,1610382
05/31/2001,W,965359,602748,1568107
06/01/2001,W,1057056,611631,1668687
06/02/2001,A,618944,282212,901156
06/03/2001,U,432408,204795,637203
06/04/2001,W,1029447,599699,1629146
06/05/2001,W,935443,606051,1541494
06/06/2001,W,1004243,627572,1631815
06/07/2001,W,1004748,646177,1650925
06/08/2001,W,1012502,642049,1654551
06/09/2001,A,639444,358013,997457
06/10/2001,U,438393,242257,680650
06/11/2001,W,910186,586260,1496446
06/12/2001,W,946314,605737,1552051
06/13/2001,W,911372,599114,1510486
06/14/2001,W,891710,602538,1494248
06/15/2001,W,912712,612983,1525695
06/16/2001,A,675335,340782,1016117
06/17/2001,U,422714,237483,660197
06/18/2001,W,909937,590688,1500625
06/19/2001,W,944122,613028,1557150
06/20/2001,W,939471,612707,1552178
06/21/2001,W,900375,596076,1496451
06/22/2001,W,957514,626565,1584079
06/23/2001,A,631716,328467,960183
06/24/2001,U,443240,281620,724860
06/25/2001,W,947130,621006,1568136
06/26/2001,W,944301,635326,1579627
06/27/2001,W,944274,634994,1579268
06/28/2001,W,942731,611002,1553733
06/29/2001,W,996694,666587,1663281
06/30/2001,A,649995,363078,1013073
07/01/2001,U,435317,271052,706369
07/02/2001,W,958879,627767,1586646
07/03/2001,W,990209,827670,1817879
07/04/2001,U,461383,306172,767555
07/05/2001,W,918500,606574,1525074
07/06/2001,W,958011,643965,1601976
07/07/2001,A,599172,347374,946546
07/08/2001,U,439513,256208,695721
07/09/2001,W,935542,597633,1533175
07/10/2001,W,937066,610069,1547135
07/11/2001,W,960775,614294,1575069
07/12/2001,W,949551,636236,1585787
07/13/2001,W,957097,641244,1598341
07/14/2001,A,629660,333365,963025
07/15/2001,U,420137,241827,661964
07/16/2001,W,880246,623660,1503906
07/17/2001,W,920250,625940,1546190
07/18/2001,W,935427,612765,1548192
07/19/2001,W,949691,618451,1568142
07/20/2001,W,937942,610617,1548559
07/21/2001,A,593545,305457,899002
07/22/2001,U,379766,200473,580239
07/23/2001,W,854318,574685,1429003
07/24/2001,W,939133,630753,1569886
07/25/2001,W,874776,612547,1487323
07/26/2001,W,954848,636674,1591522
07/27/2001,W,933625,634484,1568109
07/28/2001,A,607195,357848,965043
07/29/2001,U,432534,236416,668950
07/30/2001,W,908372,586076,1494448
07/31/2001,W,884617,596502,1481119
08/01/2001,W,873553,612734,1486287
08/02/2001,W,790639,549367,1340006
08/03/2001,W,984483,603405,1587888
08/04/2001,A,648406,319386,967792
08/05/2001,U,453344,225172,678516
08/06/2001,W,907499,585919,1493418
08/07/2001,W,875431,610601,1486032
08/08/2001,W,854367,596163,1450530
08/09/2001,W,846305,602242,1448547
08/10/2001,W,946431,626136,1572567
08/11/2001,A,607614,323141,930755
08/12/2001,U,420182,234020,654202
08/13/2001,W,892382,571719,1464101
08/14/2001,W,866757,598019,1464776
08/15/2001,W,878793,584203,1462996
08/16/2001,W,800887,581402,1382289
08/17/2001,W,929083,598538,1527621
08/18/2001,A,569201,296970,866171
08/19/2001,U,439920,235842,675762
08/20/2001,W,876831,606101,1482932
08/21/2001,W,894995,608242,1503237
08/22/2001,W,864392,599157,1463549
08/23/2001,W,906026,612615,1518641
08/24/2001,W,926014,619276,1545290
08/25/2001,A,518211,290626,808837
08/26/2001,U,439715,245014,684729
08/27/2001,W,900370,590849,1491219
08/28/2001,W,933626,628532,1562158
08/29/2001,W,901782,625324,1527106
08/30/2001,W,913200,617044,1530244
08/31/2001,W,986749,616977,1603726
09/01/2001,A,639977,319699,959676
09/02/2001,U,470771,243520,714291
09/03/2001,U,448248,213584,661832
09/04/2001,W,1120482,625640,1746122
09/05/2001,W,1047878,644950,1692828
09/06/2001,W,1053246,644766,1698012
09/07/2001,W,1070339,659824,1730163
09/08/2001,A,645427,341332,986759
09/09/2001,U,492026,215773,707799
09/10/2001,W,1075781,661092,1736873
09/11/2001,W,957593,525953,1483546
09/12/2001,W,931165,588507,1519672
09/13/2001,W,1010171,607718,1617889
09/14/2001,W,1034666,613645,1648311
09/15/2001,A,615097,277875,892972
09/16/2001,U,417392,191270,608662
09/17/2001,W,919985,609381,1529366
09/18/2001,W,1039365,626518,1665883
09/19/2001,W,939442,625612,1565054
09/20/2001,W,973094,646112,1619206
09/21/2001,W,967583,626032,1593615
09/22/2001,A,641096,307331,948427
09/23/2001,U,361048,190813,551861
09/24/2001,W,940207,622061,1562268
09/25/2001,W,968563,638815,1607378
09/26/2001,W,1028542,639258,1667800
09/27/2001,W,1024125,642860,1666985
09/28/2001,W,1024142,645884,1670026
09/29/2001,A,639464,330008,969472
09/30/2001,U,412037,219852,631889
10/01/2001,W,1069361,639795,1709156
10/02/2001,W,1078342,658020,1736362
10/03/2001,W,1018388,657170,1675558
10/04/2001,W,902598,649681,1552279
10/05/2001,W,1034680,651273,1685953
10/06/2001,A,628587,326860,955447
10/07/2001,U,404926,287483,692409
10/08/2001,W,802729,531294,1334023
10/09/2001,W,1055377,645072,1700449
10/10/2001,W,898767,637568,1536335
10/11/2001,W,1025128,647937,1673065
10/12/2001,W,1000153,625089,1625242
10/13/2001,A,515481,273528,789009
10/14/2001,U,409065,209437,618502
10/15/2001,W,1037513,627937,1665450
10/16/2001,W,1022047,634396,1656443
10/17/2001,W,1036702,641266,1677968
10/18/2001,W,1017434,646140,1663574
10/19/2001,W,956423,642121,1598544
10/20/2001,A,632093,319399,951492
10/21/2001,U,433014,213638,646652
10/22/2001,W,1012782,621894,1634676
10/23/2001,W,1000304,638393,1638697
10/24/2001,W,867027,625218,1492245
10/25/2001,W,947047,618401,1565448
10/26/2001,W,981933,613047,1594980
10/27/2001,A,582223,291912,874135
10/28/2001,U,405374,208481,613855
10/29/2001,W,1019942,623086,1643028
10/30/2001,W,994503,629005,1623508
10/31/2001,W,978585,628587,1607172
11/01/2001,W,1029256,641642,1670898
11/02/2001,W,1042714,645966,1688680
11/03/2001,A,648350,315004,963354
11/04/2001,U,443453,222988,666441
11/05/2001,W,1057697,629864,1687561
11/06/2001,W,1044478,638448,1682926
11/07/2001,W,1033982,640396,1674378
11/08/2001,W,1004574,636400,1640974
11/09/2001,W,931849,620257,1552106
11/10/2001,A,618184,322793,940977
11/11/2001,U,416118,218931,635049
11/12/2001,W,812747,527242,1339989
11/13/2001,W,1026715,641101,1667816
11/14/2001,W,994462,624162,1618624
11/15/2001,W,983434,615519,1598953
11/16/2001,W,1046467,623566,1670033
11/17/2001,A,653210,354828,1008038
11/18/2001,U,414683,201199,615882
11/19/2001,W,999890,600948,1600838
11/20/2001,W,1005581,612391,1617972
11/21/2001,W,988420,589664,1578084
11/22/2001,U,322788,151915,474703
11/23/2001,W,641780,356646,998426
11/24/2001,A,504548,253414,757962
11/25/2001,U,373755,186416,560171
11/26/2001,W,993754,600439,1594193
11/27/2001,W,985583,613858,1599441
11/28/2001,W,981842,614405,1596247
11/29/2001,W,972155,613392,1585547
11/30/2001,W,1039082,625037,1664119
12/01/2001,A,640965,307646,948611
12/02/2001,U,418878,210748,629626
12/03/2001,W,1051222,599106,1650328
12/04/2001,W,1049416,613294,1662710
12/05/2001,W,1039940,622264,1662204
12/06/2001,W,1020021,623428,1643449
12/07/2001,W,1023743,618300,1642043
12/08/2001,A,620074,315639,935713
12/09/2001,U,406917,207697,614614
12/10/2001,W,1005376,597416,1602792
12/11/2001,W,1010462,614387,1624849
12/12/2001,W,981259,609660,1590919
12/13/2001,W,990166,610845,1601011
12/14/2001,W,982986,600798,1583784
12/15/2001,A,623138,319051,942189
12/16/2001,U,407448,213347,620795
12/17/2001,W,995060,593314,1588374
12/18/2001,W,1014592,608735,1623327
12/19/2001,W,958790,591815,1550605
12/20/2001,W,987827,586572,1574399
12/21/2001,W,994499,569456,1563955
12/22/2001,A,586969,268254,855223
12/23/2001,U,393359,184628,577987
12/24/2001,W,525908,257022,782930
12/25/2001,U,218872,93525,312397
12/26/2001,W,619967,380064,1000031
12/27/2001,W,690465,436814,1127279
12/28/2001,W,739404,456879,1196283
12/29/2001,A,473194,224772,697966
12/30/2001,U,306871,160102,466973
12/31/2001,W,650794,321388,972182
01/01/2002,U,294360,122471,416831
01/02/2002,W,766853,491630,1258483
01/03/2002,W,838088,523292,1361380
01/04/2002,W,858709,528849,1387558
01/05/2002,A,542470,245820,788290
01/06/2002,U,370508,177606,548114
01/07/2002,W,953807,568929,1522736
01/08/2002,W,973200,585667,1558867
01/09/2002,W,985622,591671,1577293
01/10/2002,W,974188,591742,1565930
01/11/2002,W,1006535,591718,1598253
01/12/2002,A,565955,266826,832781
01/13/2002,U,371378,176272,547650
01/14/2002,W,985931,593642,1579573
01/15/2002,W,983090,601489,1584579
01/16/2002,W,955758,608009,1563767
01/17/2002,W,968715,598282,1566997
01/18/2002,W,967930,581331,1549261
01/19/2002,A,556405,273407,829812
01/20/2002,U,374069,180903,554972
01/21/2002,W,648994,392312,1041306
01/22/2002,W,1012565,603877,1616442
01/23/2002,W,990484,600427,1590911
01/24/2002,W,1007218,605974,1613192
01/25/2002,W,1028432,601352,1629784
01/26/2002,A,611356,283489,894845
01/27/2002,U,408878,189116,597994
01/28/2002,W,1009923,595606,1605529
01/29/2002,W,979719,597598,1577317
01/30/2002,W,936013,602737,1538750
01/31/2002,W,879895,602988,1482883
02/01/2002,W,954707,585087,1539794
02/02/2002,A,614544,273954,888498
02/03/2002,U,401958,180019,581977
02/04/2002,W,988315,576117,1564432
02/05/2002,W,997471,596800,1594271
02/06/2002,W,1011650,597747,1609397
02/07/2002,W,1011915,600731,1612646
02/08/2002,W,1027036,594502,1621538
02/09/2002,A,650477,296011,946488
02/10/2002,U,379613,180097,559710
02/11/2002,W,985014,592118,1577132
02/12/2002,W,811567,541814,1353381
02/13/2002,W,1019675,612626,1632301
02/14/2002,W,1014122,609706,1623828
02/15/2002,W,1007654,589737,1597391
02/16/2002,A,617307,292835,910142
02/17/2002,U,423922,209261,633183
02/18/2002,W,759013,458524,1217537
02/19/2002,W,985390,597374,1582764
02/20/2002,W,986615,601360,1587975
02/21/2002,W,977261,603816,1581077
02/22/2002,W,1016162,592329,1608491
02/23/2002,A,629609,292764,922373
02/24/2002,U,421160,199343,620503
02/25/2002,W,979843,581612,1561455
02/26/2002,W,933204,587918,1521122
02/27/2002,W,939542,587701,1527243
02/28/2002,W,941136,592045,1533181
03/01/2002,W,973482,593596,1567078
03/02/2002,A,512767,264847,777614
03/03/2002,U,331715,174890,506605
03/04/2002,W,726815,493625,1220440
03/05/2002,W,978944,588656,1567600
03/06/2002,W,1008215,593126,1601341
03/07/2002,W,1008102,594952,1603054
03/08/2002,W,993813,587766,1581579
03/09/2002,A,493346,254471,747817
03/10/2002,U,361758,180401,542159
03/11/2002,W,1008613,591093,1599706
03/12/2002,W,1021380,612457,1633837
03/13/2002,W,1022145,615718,1637863
03/14/2002,W,1010579,607626,1618205
03/15/2002,W,1005654,591415,1597069
03/16/2002,A,615103,342098,957201
03/17/2002,U,390344,189640,579984
03/18/2002,W,992913,579486,1572399
03/19/2002,W,990801,590290,1581091
03/20/2002,W,993245,591401,1584646
03/21/2002,W,930667,574802,1505469
03/22/2002,W,961386,564876,1526262
03/23/2002,A,617210,290118,907328
03/24/2002,U,370997,190845,561842
03/25/2002,W,895573,544841,1440414
03/26/2002,W,938869,571086,1509955
03/27/2002,W,989393,580724,1570117
03/28/2002,W,965734,571056,1536790
03/29/2002,W,755230,472276,1227506
03/30/2002,A,616271,268843,885114
03/31/2002,U,377026,158135,535161
04/01/2002,W,971162,566861,1538023
04/02/2002,W,970537,585155,1555692
04/03/2002,W,1007100,597081,1604181
